sent_ID	fr_term	counts	matches_strict	matches_caseless	matches_loose
404	patients	2	2	2	2
405	échelle	1	1	1	1
405	analogique	1	1	1	1
406	monocryl	1	1	1	1
406	patients	2	2	2	2
407	cicatrices	1	1	1	1
407	significative	1	1	1	1
408	sutures	1	1	1	1
408	polypropylène	1	1	1	1
408	base	1	1	1	1
408	monocryl	1	1	1	1
409	faible	1	0	0	0
409	hydrogéologique	1	1	1	1
409	circulation	1	1	1	1
409	thermale	1	1	1	1
409	calcaire	1	1	1	1
409	multidisciplinaire	1	1	1	1
409	modèle	1	1	1	1
410	°	1	1	1	1
410	variable	1	1	1	1
410	C	1	1	1	1
410	thermale	1	1	1	1
410	Irlande	1	1	1	1
411	géophysiques	1	1	1	1
411	audio-magnétotellurique	1	1	1	1
411	hydrogéologiques	1	1	1	1
411	hydrothermal	1	1	1	1
411	AMT	1	1	1	1
412	carbonifère	1	1	1	1
412	variabilité	1	1	1	1
412	calcaires	1	1	1	1
412	débit	1	0	0	0
412	Dublin	1	1	1	1
412	thermales	1	1	1	1
413	sous-sol	1	0	0	0
413	faillé	1	0	0	0
413	lithologies	1	1	1	1
413	modèle	1	1	1	1
413	NW	1	1	1	1
413	faille	1	0	0	0
413	structures	1	1	1	1
413	résistivité	1	1	1	1
413	3D	1	1	1	1
414	intersection	1	0	0	0
414	structures	1	1	1	1
414	circulation	1	1	1	1
414	hydrothermale	1	1	1	1
414	m	1	1	1	1
414	Dublin	1	1	1	1
414	karstification	1	1	1	1
415	hydrothermale	1	0	0	0
415	recirculation	1	1	1	1
415	infiltration	1	1	1	1
415	circulation	1	1	1	1
415	débit	1	0	0	0
415	hypothèse	1	1	1	1
415	contrôlé	1	1	1	1
415	météoriques	1	0	0	0
418	infections	1	0	0	0
418	bilharziose	1	0	0	0
418	urogénitale	1	1	1	1
419	cancers	1	0	0	0
419	diagnostiquées	1	1	1	1
419	infections	1	1	1	1
420	reproductive	1	1	1	1
420	BGF	1	0	0	0
420	faible	1	1	1	1
421	Kukula	1	1	1	1
421	Negl	1	1	1	1
421	Afrique	1	1	1	1
421	BGF	1	0	0	0
421	reproductive	1	1	1	1
421	subsaharienne	1	1	1	1
421	UNAIDS	1	0	0	0
421	HIV	1	0	0	0
421	PLoS	1	1	1	1
421	AIDS	1	0	0	0
422	BGF	1	0	0	0
422	reproductive	1	1	1	1
422	maladie	1	1	1	1
422	fardeau	1	1	1	1
422	traitable	1	0	0	0
424	diagnostic	1	1	1	1
424	traitement	1	1	1	1
424	OMS	1	1	1	1
427	BGF	1	0	0	0
427	traitement	1	0	0	0
427	diagnostic	1	1	1	1
428	pelvien	1	1	1	1
428	diagnostic	1	1	1	1
428	examen	1	1	1	1
428	BGF	1	0	0	0
429	BGF	1	0	0	0
429	comportements	1	1	1	1
430	risque	1	1	1	1
430	prévention	1	1	1	1
432	diagnostic	1	1	1	1
432	subsaharienne	1	1	1	1
432	BGF	1	0	0	0
432	Afrique	1	1	1	1
432	traitement	1	1	1	1
434	canadien	1	1	1	1
434	Amérique	1	1	1	1
434	France	2	2	2	2
434	majeures	1	1	1	1
434	canadienne	2	2	2	2
434	bactériologie	1	1	1	1
434	Canada	1	1	1	1
435	Moulinier	1	1	1	1
435	Descartes	1	1	1	1
436	rapports	1	0	0	0
436	colonie	1	1	1	1
436	effets	1	0	0	0
437	Répartition	1	0	0	0
437	transversale	1	1	1	1
437	Arabie	1	1	1	1
440	répartition	1	1	1	1
440	inégalités	1	1	1	1
441	transversale	1	1	1	1
443	indice	1	1	1	1
443	répartition	1	0	0	0
443	paramètres	1	1	1	1
443	Lorenz	1	1	1	1
443	Gini	1	1	1	1
443	courbe	1	1	1	1
444	Pearson	1	1	1	1
444	population	1	1	1	1
444	corrélation	1	1	1	1
444	coefficient	1	1	1	1
445	Taïf	1	0	0	0
445	Haïl	1	0	0	0
445	rapport	1	1	1	1
445	population	1	1	1	1
445	Tabouk	1	1	1	1
446	Gini	1	1	1	1
446	répartition	1	0	0	0
446	indice	1	1	1	1
447	Haïl	1	0	0	0
447	Riyad	1	1	1	1
447	positive	1	1	1	1
447	Qassim	1	0	0	0
447	corrélation	1	1	1	1
447	population	1	1	1	1
448	résident	1	0	0	0
448	répartition	1	0	0	0
448	Arabie	1	1	1	1
448	inégalités	1	1	1	1
449	inégalités	1	1	1	1
451	comportements	1	0	0	0
452	facteurs	1	1	1	1
452	individualistes	1	1	1	1
452	comportements	1	1	1	1
453	comportements	1	1	1	1
453	facteurs	1	1	1	1
453	individualistes	1	1	1	1
461	individualistes	1	0	0	0
461	comportements	1	0	0	0
461	facteurs	1	1	1	1
462	insuffisance	1	1	1	1
462	associé	1	1	1	1
462	syndrome	1	1	1	1
462	cardiorénal	1	1	1	1
462	patients	1	1	1	1
463	échographie	1	1	1	1
463	Doppler	1	1	1	1
463	flux	1	0	0	0
463	intrarénal	1	1	1	1
463	pronostique	1	1	1	1
463	veineux	1	1	1	1
464	intrarénale	1	0	0	0
464	rénale	1	1	1	1
464	DIR	2	0	0	0
464	paramètres	1	1	1	1
464	association	1	1	1	1
464	population	1	1	1	1
464	SCRA	1	0	0	0
465	syndrome	1	1	1	1
465	hospitalisés	1	1	1	1
465	n	2	2	2	2
465	patients	1	1	1	1
465	coronarien	1	1	1	1
466	échocardiographie	1	1	1	1
466	transducteur	1	1	1	1
466	cardiaque	1	1	1	1
466	patients	1	1	1	1
466	DIR	1	0	0	0
467	stase	1	1	1	1
467	veineux	2	2	2	2
467	intrarénal	1	1	1	1
467	indice	1	0	0	0
467	flux	1	1	1	1
467	veineuse	1	1	1	1
467	cardiaque	1	1	1	1
467	cycle	1	1	1	1
468	KDIGO	1	1	1	1
468	insuffisance	1	1	1	1
469	patients	2	2	2	2
469	veineuse	1	1	1	1
469	m	1	0	0	0
469	l	1	0	1	1
469	pression	1	1	1	1
469	mmHg	1	1	1	1
469	échocardiographie	1	1	1	1
469	cardiaque	1	1	1	1
469	indice	1	1	1	1
470	ISVR	1	0	0	0
470	anormale	1	1	1	1
470	patients	2	2	2	2
471	stade	1	1	1	1
471	III	1	1	1	1
471	μmol	1	0	0	0
471	l	1	0	1	1
471	patients	2	1	1	1
471	sériques	1	0	0	0
471	créatinine	1	1	1	1
471	moyenne	1	1	1	1
472	corrélait	1	0	0	0
472	patients	1	1	1	1
473	patients	1	1	1	1
473	biomarqueur	1	1	1	1
473	SCRA	1	0	0	0
473	associé	1	0	0	0
474	traitement	1	0	0	0
474	DIR	1	0	0	0
479	intervention	1	0	0	0
479	randomisation	1	0	0	0
480	chirurgie	1	1	1	1
480	anxiété	2	0	0	0
480	induction	2	1	1	1
483	anxiété	1	1	1	1
484	η	1	0	0	0
484	F	1	0	0	0
484	anesthésie	1	0	0	0
484	moyen	1	1	1	1
484	effet	1	1	1	1
484	P	1	1	1	1
485	P	1	1	1	1
485	anesthésie	1	1	1	1
485	induction	1	1	1	1
489	pédiatrique	1	1	1	1
489	Nigéria	1	0	0	0
489	surspécialité	1	1	1	1
489	endocrinologie	1	1	1	1
490	rapports	1	1	1	1
490	pédiatriques	1	1	1	1
490	endocriniens	1	1	1	1
490	diagnostic	1	1	1	1
490	troubles	1	1	1	1
490	présentation	1	1	1	1
491	troubles	1	1	1	1
491	présentation	1	1	1	1
491	prévalence	1	1	1	1
491	endocriniens	1	1	1	1
491	pédiatriques	1	1	1	1
492	pédiatriques	1	1	1	1
492	troubles	1	1	1	1
492	rétrospective	1	1	1	1
492	endocriniens	1	1	1	1
492	UTH	1	1	1	1
493	SPSS	1	1	1	1
493	patients	1	1	1	1
494	endocriniens	1	1	1	1
494	pédiatrique	1	1	1	1
494	troubles	1	1	1	1
494	consultations	1	1	1	1
495	M	1	1	1	1
496	endocriniens	1	1	1	1
496	puberté	1	1	1	1
496	rachitisme	1	1	1	1
496	troubles	3	3	3	3
497	endocriniens	1	1	1	1
497	pédiatriques	1	1	1	1
497	cas	1	1	1	1
498	patients	1	1	1	1
498	mortalité	1	0	0	0
499	troubles	3	3	3	3
499	endocriniens	1	1	1	1
499	puberté	1	1	1	1
499	pédiatriques	1	1	1	1
500	pédiatriques	1	1	1	1
500	troubles	1	1	1	1
500	endocriniens	1	1	1	1
500	attrition	1	1	1	1
501	attrition	1	0	0	0
503	Nigéria	1	1	1	1
503	diabète	1	0	1	1
503	troubles	1	1	1	1
503	endocriniens	1	1	1	1
504	inégalités	1	1	1	1
505	Pradesh	1	1	1	1
505	inégalités	1	0	0	0
505	carrés	1	1	1	1
505	Andhra	1	1	1	1
506	inégalités	1	0	0	0
506	associations	1	1	1	1
506	homogènes	1	1	1	1
507	démographiques	1	0	0	0
507	communautés	1	1	1	1
508	risque	1	1	1	1
508	fibrillation	1	1	1	1
508	auriculaire	1	1	1	1
508	associée	1	1	1	1
508	périopératoire	1	1	1	1
508	cardiaque	1	1	1	1
508	chirurgie	1	1	1	1
509	association	1	1	1	1
509	ampleur	1	1	1	1
510	Embase	1	1	1	1
510	PubMed	1	1	1	1
511	risque	1	1	1	1
511	cardiaque	1	1	1	1
511	FAPO	1	0	0	0
511	chirurgie	1	1	1	1
511	patients	2	2	2	2
512	modèles	1	1	1	1
512	effets	1	1	1	1
513	confiance	1	1	1	1
513	rapports	1	1	1	1
513	DRA	1	1	1	1
513	RR	1	1	1	1
513	intervalles	1	1	1	1
513	IC	1	1	1	1
513	risque	2	2	2	2
513	multivariables	1	0	0	0
514	patients	1	1	1	1
515	risque	2	2	2	2
515	RR	1	1	1	1
515	associée	1	0	0	0
515	relatif	1	1	1	1
515	FAPO	1	0	0	0
516	relatif	1	1	1	1
516	risque	2	2	2	2
516	patients	2	2	2	2
516	FAPO	1	0	0	0
516	associée	1	1	1	1
517	ischémiques	1	1	1	1
517	emboliques	1	1	1	1
517	AVC	1	0	0	0
517	sensibilité	1	1	1	1
518	FAPO	1	1	1	1
518	risque	1	1	1	1
518	cardiaque	1	1	1	1
518	associée	1	1	1	1
518	chirurgie	1	1	1	1
519	anticoagulothérapie	1	0	0	0
519	AVC	1	0	0	0
519	faible	1	1	1	1
519	patients	1	1	1	1
519	orale	1	0	0	0
520	héréditaire	1	0	0	0
520	transthyrétine	1	1	1	1
521	plurisystémique	1	0	0	0
521	évolutive	1	0	0	0
521	héréditaire	1	1	1	1
521	maladie	1	1	1	1
521	transthyrétine	2	1	1	1
521	mutations	1	1	1	1
521	dysfonctionnement	1	0	0	0
521	amylose	1	0	0	0
522	fibrillisation	1	0	0	0
522	agrégation	1	1	1	1
522	repliement	1	1	1	1
522	pathogènes	1	0	0	0
522	périphérique	1	1	1	1
522	cœur	1	1	1	1
523	troubles	1	0	0	0
523	syndrome	1	1	1	1
523	neurologiques	1	1	1	1
523	polyneuropathie	2	1	1	1
523	sensorimotrice	1	1	1	1
523	PN	1	1	1	1
523	neuropathie	1	1	1	1
523	autonome	1	1	1	1
524	ATTRh	1	0	0	0
524	PN	1	0	0	0
524	évolution	1	0	0	0
524	diagnostic	2	1	1	1
524	patients	1	1	1	1
525	PN	1	0	0	0
525	Canada	1	1	1	1
525	ATTRh	1	0	0	0
526	diagnostic	1	1	1	1
526	troubles	1	0	0	0
526	traitements	1	1	1	1
527	traitement	1	1	1	1
527	Canada	1	1	1	1
527	PN	1	0	0	0
527	diagnostic	1	1	1	1
527	ATTRh	1	0	0	0
529	tests	1	1	1	1
529	indésirables	1	1	1	1
529	extraits	1	1	1	1
529	patients	1	1	1	1
530	tests	1	1	1	1
532	patch	1	0	0	0
532	tests	2	2	2	2
532	prick	1	0	0	0
532	RFA	1	0	0	0
532	protocoles	1	1	1	1
534	tests	2	1	1	1
534	prurit	1	1	1	1
534	patch	1	0	0	0
534	prick	1	0	0	0
534	chronique	1	1	1	1
535	ED	1	0	0	0
535	base	1	1	1	1
536	positive	1	1	1	1
536	tests	1	1	1	1
537	négatifs	1	1	1	1
537	tests	1	0	0	0
538	CADESI-04	1	1	1	1
538	itération	1	1	1	1
538	4e	1	1	1	1
539	SP	1	1	1	1
539	NPV	1	1	1	1
539	SE	1	1	1	1
539	valeur	1	1	1	1
539	κ	1	0	0	0
539	négatives	1	1	1	1
539	positives	1	1	1	1
539	PPV	1	1	1	1
539	sensibilité	1	1	1	1
541	DE	1	1	1	1
541	J30	1	0	0	0
541	P	2	2	2	2
541	pVAS	1	1	1	1
541	scores	1	1	1	1
541	CADESI-04	1	1	1	1
541	moyenne	1	1	1	1
541	significative	1	1	1	1
541	J60	1	0	0	0
542	statistiques	1	0	0	0
543	tests	1	1	1	1
545	SE	1	1	1	1
545	prick	1	0	0	0
545	patch	1	0	0	0
545	tests	2	1	1	1
545	VPN	1	1	1	1
546	DE	1	1	1	1
546	diagnostic	1	1	1	1
546	tests	1	1	1	1
547	imagerie	2	1	1	1
547	modalités	1	1	1	1
548	modalité	1	1	1	1
548	réduction	1	1	1	1
549	régression	2	1	2	2
549	généralisée	1	1	1	1
549	régularisation	1	1	1	1
549	cerveau	1	1	1	1
549	scalaire	1	1	1	1
549	structures	1	0	0	0
549	griPEER	1	1	1	1
549	association	1	0	0	0
550	régression	1	1	1	1
550	griPEER	1	1	1	1
550	coefficients	1	0	0	0
550	cerveau	1	1	1	1
551	régression	1	1	1	1
551	matrice	1	1	1	1
551	laplacienne	1	1	1	1
552	théoriques	1	1	1	1
552	cerveau	1	1	1	1
553	procédure	1	1	1	1
553	paramètres	1	0	0	0
556	sédentaires	1	0	0	0
557	effets	1	0	0	0
557	comportements	1	0	0	0
559	inégalités	1	0	0	0
561	postcapillaire	1	1	1	1
561	précapillaire	1	1	1	1
561	hypertension	1	1	1	1
561	PAPOm	1	0	0	0
561	pulmonaire	2	2	2	2
561	occlusion	1	0	0	0
561	pression	1	1	1	1
562	télédiastolique	1	1	1	1
562	pression	1	1	1	1
563	PAPOm	1	0	0	0
563	PTDVG	1	0	0	0
564	patients	1	1	1	1
564	remplacement	1	1	1	1
564	sténose	1	1	1	1
564	HP	1	1	1	1
564	mortalité	1	1	1	1
564	PTDVG	1	0	0	0
564	aortique	1	1	1	1
565	patients	1	1	1	1
565	SA	1	0	0	0
565	PTDVG	1	0	0	0
566	PTVDG	1	0	0	0
566	HP	2	2	2	2
566	postcapillaire	1	1	1	1
566	artérielle	1	1	1	1
566	mmHg	3	2	2	2
566	pulmonaire	1	1	1	1
566	pression	1	1	1	1
566	précapillaire	1	1	1	1
567	remplacement	1	1	1	1
567	médian	1	1	1	1
567	mortalité	1	1	1	1
567	aortique	1	1	1	1
568	mmHg	2	2	2	2
568	PAPOm	1	0	0	0
568	faible	1	1	1	1
569	HP	5	5	5	5
569	PAPO	1	0	0	0
569	patients	5	1	1	1
569	précapillaire	2	1	1	1
569	postcapillaire	2	2	2	2
570	PTVDG	1	0	0	0
570	patients	1	1	1	1
571	mortalité	1	1	1	1
571	intervalle	1	1	1	1
571	risque	1	1	1	1
571	patients	2	1	1	1
571	confiance	1	1	1	1
572	mortalité	1	1	1	1
572	associée	1	0	0	0
572	mmHg	1	1	1	1
572	confiance	1	1	1	1
572	risque	1	1	1	1
572	intervalle	1	1	1	1
572	PTVDG	1	0	0	0
573	PTVDG	1	0	0	0
573	patients	1	0	0	0
573	PAPOm	1	0	0	0
573	SA	1	1	1	1
574	mortalité	1	1	1	1
574	remplacement	1	1	1	1
574	patients	1	1	1	1
574	aortique	1	1	1	1
575	PTVDG	1	0	0	0
575	mortalité	1	1	1	1
575	PAPOm	1	0	0	0
576	équilibre	1	1	1	1
576	fatigue	1	1	1	1
576	effets	1	0	0	0
577	systématique	1	1	1	1
578	CINAHL	1	1	1	1
578	Cochrane	1	1	1	1
578	MEDLINE	1	1	1	1
579	équilibre	1	1	1	1
579	YBT	1	1	1	1
579	populations	1	1	1	1
579	fatigue	1	1	1	1
579	SEBT	1	1	1	1
579	effets	1	1	1	1
580	biais	1	1	1	1
580	faible	1	1	1	1
580	risque	1	1	1	1
580	synthèse	1	1	1	1
580	admissibles	1	1	1	1
581	biais	1	1	1	1
581	risque	1	1	1	1
581	faible	1	1	1	1
582	équilibre	1	1	1	1
584	équilibre	1	1	1	1
584	fatigue	1	1	1	1
584	effets	1	1	1	1
585	fatigue	1	1	1	1
585	équilibre	1	1	1	1
585	effets	1	1	1	1
586	fatigue	1	1	1	1
586	équilibre	1	1	1	1
587	dynamique	1	1	1	1
587	fatigue	1	1	1	1
587	équilibre	1	1	1	1
