sent_ID	fr_term	counts	matches_strict	matches_caseless	matches_loose
464	SCRA	1	0	0	0
465	patients	1	1	1	1
465	syndrome	1	1	1	1
465	SCA;	1	1	1	1
466	patients	1	1	1	1
466	échocardiographie	1	1	1	1
466	DIR	1	0	0	0
466	standard	1	1	1	1
466	cardiaque	1	1	1	1
466	transducteur	1	0	0	0
467	veineux	2	2	2	2
467	flux	1	1	1	1
467	veineuse	1	1	1	1
467	stase	1	1	1	1
467	indice	1	1	1	1
467	cardiaque	1	1	1	1
468	insuffisance	1	1	1	1
469	ICDA	1	1	1	1
469	patients	2	2	2	2
469	similaire	1	1	1	1
469	indice	1	1	1	1
469	centrale	1	1	1	1
469	veineuse	1	1	1	1
469	pression	1	1	1	1
469	mmHg	1	0	0	0
469	échocardiographie	1	1	1	1
470	DIR	1	0	0	0
470	anormale	1	1	1	1
470	ICDA	1	1	1	1
470	patients	2	2	2	2
470	normale	1	1	1	1
470	SCA	1	1	1	1
471	IRA	1	1	1	1
471	stade	1	1	1	1
471	patients	2	2	2	2
471	SCA	1	0	0	0
471	moyenne	1	1	1	1
471	augmentation	1	1	1	1
471	créatinine	1	1	1	1
472	gravité	1	1	1	1
472	ICDA	1	1	1	1
472	patients	1	1	1	1
473	patients	1	1	1	1
473	SCRA	1	0	0	0
474	études	1	1	1	1
474	traitement	1	1	1	1
477	MéTHODES:	1	0	0	0
479	familles	1	0	0	0
479	intervention	1	0	0	0
480	chirurgie	1	1	1	1
483	anxiété	1	1	1	1
484	anesthésie	1	0	0	0
484	sub>	1	1	1	1
485	meilleure	1	0	0	0
485	conformité	1	0	0	0
485	inférieurs	1	0	0	0
486	CONCLUSION:	1	0	0	0
488	stratégie	1	0	0	0
490	pédiatriques	1	1	1	1
490	endocriniens	1	1	1	1
490	troubles	1	1	1	1
490	mort	1	0	0	0
491	étude	1	1	1	1
491	endocriniens	1	1	1	1
491	pédiatriques	1	1	1	1
491	troubles	1	1	1	1
492	rétrospective	1	1	1	1
492	enfants	1	1	1	1
492	pédiatriques	1	1	1	1
492	endocriniens	1	1	1	1
492	troubles	1	1	1	1
493	patients	1	1	1	1
494	étude	1	1	1	1
494	endocriniens	1	1	1	1
494	troubles	1	1	1	1
495	hommes	1	1	1	1
496	courants	1	0	0	0
496	endocriniens	1	1	1	1
496	troubles	3	3	3	3
496	diabète	1	1	1	1
496	puberté	1	1	1	1
497	régulière	1	0	0	0
497	augmentation	1	1	1	1
497	endocriniens	1	0	0	0
498	patients	1	1	1	1
499	troubles	3	3	3	3
499	puberté	1	1	1	1
499	pédiatriques	1	1	1	1
499	endocriniens	1	1	1	1
500	pédiatriques	1	0	0	0
500	endocriniens	1	1	1	1
500	troubles	1	1	1	1
503	diabète	1	0	0	0
503	endocriniens	1	1	1	1
503	troubles	1	1	1	1
506	étude	1	1	1	1
506	locales	1	1	1	1
506	économiques	1	1	1	1
506	inégalités	1	1	1	1
506	augmentent	1	0	0	0
507	communautés	1	1	1	1
507	plans	1	0	0	0
507	susceptible	1	0	0	0
507	contribuer	1	1	1	1
508	périopératoire	1	1	1	1
508	auriculaire	1	1	1	1
508	fibrillation	1	1	1	1
508	cardiaque	1	1	1	1
508	chirurgie	1	1	1	1
508	études	1	1	1	1
511	études	1	1	1	1
511	patients	2	2	2	2
511	cardiaque	1	1	1	1
511	chirurgie	1	1	1	1
512	modèles	1	1	1	1
513	risque	2	2	2	2
513	études	1	1	1	1
513	calculé	1	0	0	0
513	DRA	1	1	1	1
513	différences	1	1	1	1
514	patients	1	1	1	1
515	relatif	1	1	1	1
515	risque	2	2	2	2
515	court	1	1	1	1
516	relatif	1	1	1	1
516	risque	2	2	2	2
516	long	1	1	1	1
516	années-patients;	2	1	1	1
517	études	2	2	2	2
517	ischémiques	1	1	1	1
517	emboliques	1	1	1	1
517	AVC	1	0	0	0
518	cardiaque	1	1	1	1
518	chirurgie	1	1	1	1
518	risque	1	1	1	1
518	court	1	1	1	1
518	long	1	1	1	1
519	long	2	2	2	2
519	AVC	1	1	1	1
519	faible	1	0	0	0
519	patients	1	1	1	1
519	orale	1	1	1	1
519	anticoagulothérapie	1	0	0	0
520	héréditaire	1	0	0	0
520	transthyrétine	1	1	1	1
520	amylose	1	0	0	0
520	polyneuropathie	1	0	0	0
521	héréditaire	1	1	1	1
521	amylose	1	1	1	1
521	évolutive	1	0	0	0
521	maladie	1	1	1	1
521	mutations	1	1	1	1
521	TTR	1	1	1	1
521	gène	1	1	1	1
521	dysfonctionnement	1	1	1	1
522	pathogènes	1	0	0	0
522	TTR	1	1	1	1
522	agrégation	1	1	1	1
522	dépôt	1	1	1	1
522	organes	1	1	1	1
522	nerveux	1	1	1	1
522	périphérique	1	1	1	1
522	système	1	1	1	1
522	cœur	1	1	1	1
523	neurologiques	1	1	1	1
523	troubles	1	0	0	0
523	sensorimotrice	1	0	0	0
523	polyneuropathie	2	1	1	1
523	autonome	1	1	1	1
523	neuropathie	1	1	1	1
523	petites	1	1	1	1
523	fibres	1	1	1	1
523	canal	1	1	1	1
523	syndrome	1	1	1	1
524	patients	1	1	1	1
524	importante	1	0	0	0
524	évolution	1	0	0	0
525	efficaces	1	0	0	0
525	médicaments	1	0	0	0
525	inotersen	1	0	0	0
525	patisiran	1	1	1	1
526	traitements	1	1	1	1
526	atténuent	1	0	0	0
526	troubles	1	0	0	0
527	traitement	1	1	1	1
529	précédentes	1	0	0	0
529	études	1	1	1	1
529	tests	1	0	0	0
529	extraits	1	1	1	1
529	humains	1	1	1	1
529	patients	1	1	1	1
529	indésirables	1	1	1	1
529	réactions	1	1	1	1
530	tests	1	1	1	1
530	chiens	1	0	0	0
532	prick	1	1	1	1
532	patch	1	1	1	1
532	actuels	1	1	1	1
532	protocoles	1	1	1	1
532	chiens	1	1	1	1
532	RFA	1	0	0	0
534	prick-tests	1	0	0	0
534	patch-tests	1	0	0	0
534	chiens	1	1	1	1
534	prurit	1	1	1	1
535	chiens	1	1	1	1
536	chiens	1	1	1	1
536	positive	1	1	1	1
536	réaction	1	1	1	1
536	tests	1	1	1	1
537	chiens	1	1	1	1
537	tests	1	0	0	0
538	prurit	1	1	1	1
538	visuelle	1	1	1	1
538	atopique	1	1	1	1
539	sensibilité	1	1	1	1
539	PPV	1	0	0	0
539	NPV	1	0	0	0
539	valeurs	1	1	1	1
539	Kappa	1	1	1	1
539	valeur	1	1	1	1
541	chiens	2	2	2	2
541	significative	1	1	1	1
541	amélioration	1	1	1	1
541	scores	1	1	1	1
541	J30	1	0	0	0
541	J60	1	0	0	0
542	J30	1	0	0	0
543	tests	1	1	1	1
545	prick-tests	1	0	0	0
545	patch-tests	1	0	0	0
545	VPN	1	0	0	0
546	AFR	1	1	1	1
546	chiens	1	1	1	1
546	tests	1	1	1	1
546	résultats	1	1	1	1
547	imagerie	2	1	1	1
547	modalités	1	1	1	1
548	données	1	1	1	1
548	modalité	1	1	1	1
548	dimension	1	0	0	0
548	réduction	1	1	1	1
548	techniques	1	1	1	1
549	méthode	1	1	1	1
549	cerveau	1	0	0	0
549	scalaire	1	0	0	0
549	réponse	1	0	0	0
549	régression	2	2	2	2
550	approche	1	1	1	1
550	externes	1	1	1	1
550	informations	1	1	1	1
550	cerveau	1	0	0	0
551	pénalité	1	0	0	0
551	terme	1	1	1	1
551	matrice	1	1	1	1
551	généralisé	1	0	0	0
551	régression	1	1	1	1
552	cerveau	1	1	1	1
553	test	1	0	0	0
553	procédure	1	1	1	1
554	vastes	1	0	0	0
554	simulation	1	1	1	1
554	études	1	1	1	1
554	données	1	1	1	1
554	VIH+	1	1	1	1
554	VIH	1	0	0	0
557	comportements	1	0	0	0
557	physique	1	1	1	1
557	activité	1	1	1	1
558	impacts	1	0	0	0
560	mouvement	1	0	0	0
561	différentiation	1	0	0	0
561	postcapillaire	1	1	1	1
561	pulmonaire	2	2	2	2
561	hypertension	1	1	1	1
561	occlusion	1	1	1	1
561	pression	1	1	1	1
562	pression	1	1	1	1
562	PTDVG	1	0	0	0
563	PTDVG	1	0	0	0
564	classification	1	1	1	1
564	mortalité	1	1	1	1
564	patients	1	1	1	1
564	aortique	1	1	1	1
564	sténose	1	1	1	1
564	remplacement	1	1	1	1
565	patients	1	1	1	1
565	grave	1	0	0	0
566	artérielle	1	1	1	1
566	pulmonaire	1	1	1	1
566	pression	1	1	1	1
566	mmHg	3	3	3	3
567	aortique	1	1	1	1
567	remplacement	1	1	1	1
568	PTVDG	1	0	0	0
568	mmHg;	1	1	1	1
569	patients	5	1	1	1
569	PAPO	1	0	0	0
570	patients	1	1	1	1
571	patients	2	1	1	1
571	risque	1	0	0	0
572	mortalité	1	1	1	1
572	risque	1	0	0	0
572	intervalle	1	1	1	1
572	mmHg;	1	1	1	1
573	divergente	1	1	1	1
573	classification	1	1	1	1
573	patients	1	1	1	1
573	grave	1	0	0	0
574	patients	1	1	1	1
574	mortalité	1	1	1	1
574	aortique	1	1	1	1
574	remplacement	1	1	1	1
575	PTVDG	1	0	0	0
576	fatigue	1	1	1	1
579	études	1	1	1	1
580	études	1	1	1	1
580	faible	1	1	1	1
580	risque	1	1	1	1
580	biais	1	1	1	1
581	études	1	1	1	1
582	études	1	1	1	1
582	diminution	1	1	1	1
582	équilibre	1	1	1	1
582	fatigue	1	1	1	1
582	activité	1	0	0	0
583	changements	1	1	1	1
584	études	1	1	1	1
584	importants	1	0	0	0
584	fatigue	1	1	1	1
584	équilibre	1	1	1	1
585	fatigue	1	1	1	1
585	équilibre	1	1	1	1
586	fatigue	1	1	1	1
587	fatigue	1	1	1	1
