491	presentation	présentation	2.37	129.23235978288963	3.6437363132088887
490	presentation	présentation	2.37	129.23235978288963	3.6437363132088887
484	effect	effet	17.58	710.777978805893	3.6437363132088887
444	region	région	2.36	129.23235978288963	3.6466992783395455
196	region	région	2.36	129.23235978288963	3.6466992783395455
239	teaching	enseignement	0.66	64.61617989144482	3.6556412157152067
235	identified	tirés	0.66	64.61617989144482	3.6556412157152067
468	primary	principal	10.68	452.3132592401137	3.6556412157152067
327	primary	principal	10.68	452.3132592401137	3.6556412157152067
546	made	posé	0.66	64.61617989144482	3.6556412157152067
114	primary	principal	10.68	452.3132592401137	3.6556412157152067
121	primary	principal	10.68	452.3132592401137	3.6556412157152067
193	therapies	thérapies	0.65	64.61617989144482	3.6616472397754185
252	balanced	équilibrée	0.64	64.61617989144482	3.6676895542313814
73	scales	échelles	0.64	64.61617989144482	3.6676895542313814
552	brain	cerveau	3.92	193.84853967433446	3.6717381427573814
549	brain	cerveau	3.92	193.84853967433446	3.6717381427573814
550	brain	cerveau	3.92	193.84853967433446	3.6717381427573814
258	culture	culture	3.89	193.84853967433446	3.6778419256953994
206	culture	culture	3.89	193.84853967433446	3.6778419256953994
49	culture	culture	3.89	193.84853967433446	3.6778419256953994
509	term	terme	11.96	516.9294391315585	3.685267385495354
516	term	terme	11.96	516.9294391315585	3.685267385495354
518	term	terme	11.96	516.9294391315585	3.685267385495354
511	term	terme	11.96	516.9294391315585	3.685267385495354
515	term	terme	11.96	516.9294391315585	3.685267385495354
551	term	terme	11.96	516.9294391315585	3.685267385495354
519	term	terme	11.96	516.9294391315585	3.685267385495354
519	term	terme	11.96	516.9294391315585	3.685267385495354
506	voluntary	bénévoles	0.61	64.61617989144482	3.6860386928995776
539	negative	négatives	2.23	129.23235978288963	3.6860386928995776
113	negative	négatives	2.23	129.23235978288963	3.6860386928995776
429	required	requis	0.61	64.61617989144482	3.6860386928995776
378	recommended	recommandée	0.6	64.61617989144482	3.692230663147499
206	interview	entretien	2.2	129.23235978288963	3.6953410855618913
249	economic	économique	2.19	129.23235978288963	3.6984612128981347
373	graphics	graphiques	0.59	64.61617989144482	3.6984612128981347
434	turn	tournant	0.59	64.61617989144482	3.6984612128981347
356	Monte	Monte	0.58	64.61617989144482	3.70473082591173
552	incomplete	incomplète	0.57	64.61617989144482	3.711039995104995
112	gatherings	rassemblements	0.57	64.61617989144482	3.711039995104995
204	initiated	initiés	0.56	64.61617989144482	3.7173892227836536
203	global	mondiaux	0.55	64.61617989144482	3.7237790208824246
434	major	majeures	0.55	64.61617989144482	3.7237790208824246
557	evidence	effets	17.58	775.3941586973378	3.7307476901985184
576	influence	effets	17.58	775.3941586973378	3.7307476901985184
436	impact	effets	17.58	775.3941586973378	3.7307476901985184
579	effects	effets	17.58	775.3941586973378	3.7307476901985184
123	effects	effets	17.58	775.3941586973378	3.7307476901985184
512	effects	effets	17.58	775.3941586973378	3.7307476901985184
202	effects	effets	17.58	775.3941586973378	3.7307476901985184
585	effects	effets	17.58	775.3941586973378	3.7307476901985184
201	effects	effets	17.58	775.3941586973378	3.7307476901985184
584	effects	effets	17.58	775.3941586973378	3.7307476901985184
313	concentrations	effets	17.58	775.3941586973378	3.7307476901985184
300	tests	tests	20.5	904.6265184802274	3.7390042284794904
295	testing	tests	20.5	904.6265184802274	3.7390042284794904
529	testing	tests	20.5	904.6265184802274	3.7390042284794904
536	tests	tests	20.5	904.6265184802274	3.7390042284794904
532	testing	tests	20.5	904.6265184802274	3.7390042284794904
545	testing	tests	20.5	904.6265184802274	3.7390042284794904
546	test	tests	20.5	904.6265184802274	3.7390042284794904
537	testing	tests	20.5	904.6265184802274	3.7390042284794904
534	tests	tests	20.5	904.6265184802274	3.7390042284794904
543	tests	tests	20.5	904.6265184802274	3.7390042284794904
530	tests	tests	20.5	904.6265184802274	3.7390042284794904
182	complications	complications	3.58	193.84853967433446	3.7431971067395264
255	returned	repris	0.52	64.61617989144482	3.7431971067395264
500	notable	notable	0.52	64.61617989144482	3.7431971067395264
327	complications	complications	3.58	193.84853967433446	3.7431971067395264
551	penalty	pénalité	0.51	64.61617989144482	3.7497545072856857
587	opposite	contraire	0.51	64.61617989144482	3.7497545072856857
500	challenge	défi	2.02	129.23235978288963	3.753049403182538
501	challenges	défi	2.02	129.23235978288963	3.753049403182538
393	dimensions	dimensions	3.52	193.84853967433446	3.7563551913170374
391	dimensions	dimensions	3.52	193.84853967433446	3.7563551913170374
465	enrolled	inscrit	0.49	64.61617989144482	3.762999734035706
490	awareness	connaissance	6.47	323.08089945722406	3.765669962591585
422	knowledge	connaissance	6.47	323.08089945722406	3.765669962591585
380	Awareness	connaissance	6.47	323.08089945722406	3.765669962591585
82	associated	associés	6.46	323.08089945722406	3.767007755433245
8	included	retenu	0.48	64.61617989144482	3.769688722186503
163	sectional	représentatif	0.48	64.61617989144482	3.769688722186503
69	condition	maladie	13.86	646.1617989144481	3.7717041746658526
280	disease	maladie	13.86	646.1617989144481	3.7717041746658526
192	Disease	maladie	13.86	646.1617989144481	3.7717041746658526
59	disease	maladie	13.86	646.1617989144481	3.7717041746658526
521	disease	maladie	13.86	646.1617989144481	3.7717041746658526
110	disease	maladie	13.86	646.1617989144481	3.7717041746658526
422	disease	maladie	13.86	646.1617989144481	3.7717041746658526
164	surveys	rappels	0.47	64.61617989144482	3.7764227543678466
436	profession	profession	0.46	64.61617989144482	3.7832024413532257
165	recalls	ajustements	0.46	64.61617989144482	3.7832024413532257
202	significant	significatif	0.46	64.61617989144482	3.7832024413532257
435	theses	thèses	0.46	64.61617989144482	3.7832024413532257
195	blood	sang	0.45	64.61617989144482	3.7900284064236254
390	collected	recueilli	0.45	64.61617989144482	3.7900284064236254
435	located	recueillis	0.45	64.61617989144482	3.7900284064236254
397	Further	supplémentaires	4.79	258.46471956577926	3.7969012857113875
299	additional	supplémentaires	4.79	258.46471956577926	3.7969012857113875
62	conducted	conduites	0.44	64.61617989144482	3.7969012857113875
249	status	situation	7.6	387.6970793486689	3.807299992932286
156	emergency	situation	7.6	387.6970793486689	3.807299992932286
354	gender	genre	1.85	129.23235978288963	3.8107903978720543
206	gender	genre	1.85	129.23235978288963	3.8107903978720543
360	unavailable	inaccessibles	0.42	64.61617989144482	3.8107903978720548
229	surgical	chirurgicale	1.84	129.23235978288963	3.8142930284232563
263	capacities	comparaisons	0.41	64.61617989144482	3.8178079705307013
137	comparison	comparaison	0.41	64.61617989144482	3.8178079705307013
37	colonies	colonies	3.22	193.84853967433446	3.8248751377537933
34	colony	colonies	3.22	193.84853967433446	3.8248751377537933
42	colony	colonies	3.22	193.84853967433446	3.8248751377537933
300	statistical	statistiques	4.59	258.46471956577926	3.8319926055226574
513	reported	consigné	0.39	64.61617989144482	3.8319926055226574
248	statistical	statistiques	4.59	258.46471956577926	3.8319926055226574
542	statistical	statistiques	4.59	258.46471956577926	3.8319926055226574
198	Optical	optique	0.38	64.61617989144482	3.8391610950012702
145	committees	comités	0.38	64.61617989144482	3.8391610950012702
399	conditions	affections	0.38	64.61617989144482	3.8391610950012702
521	progressive	évolutive	0.38	64.61617989144482	3.8391610950012702
523	autonomic	autonome	0.38	64.61617989144482	3.8391610950012702
209	pain	douleur	10.1	516.9294391315585	3.840060780172168
220	pain	douleur	10.1	516.9294391315585	3.840060780172168
219	pain	douleur	10.1	516.9294391315585	3.840060780172168
221	pain	nausées	1.76	129.23235978288963	3.8427647025045686
428	pelvic	pelvien	0.37	64.61617989144482	3.846381342974757
545	combination	combinaison	3.12	193.84853967433446	3.848799723839039
532	combination	combinaison	3.12	193.84853967433446	3.848799723839039
543	combination	combinaison	3.12	193.84853967433446	3.848799723839039
562	left	gauche	0.36	64.61617989144482	3.8536541023038366
41	higher	élevé	5.82	323.08089945722406	3.856578080995272
330	high	élevé	5.82	323.08089945722406	3.856578080995272
232	room	salle	5.81	323.08089945722406	3.8580432827226003
45	room	salle	5.81	323.08089945722406	3.8580432827226003
45	room	salle	5.81	323.08089945722406	3.8580432827226003
33	room	salle	5.81	323.08089945722406	3.8580432827226003
552	theoretical	théoriques	0.35	64.61617989144482	3.86098014239591
152	junior	juniors	0.35	64.61617989144482	3.86098014239591
141	transfusions	transfusions	0.35	64.61617989144482	3.86098014239591
526	timely	précoce	0.35	64.61617989144482	3.86098014239591
365	measures	mesures	11.14	581.5456190230034	3.8683602496935325
326	measures	mesures	11.14	581.5456190230034	3.8683602496935325
48	integrating	intégrant	0.34	64.61617989144482	3.8683602496935325
197	measurements	mesures	11.14	581.5456190230034	3.8683602496935325
334	measurements	mesures	11.14	581.5456190230034	3.8683602496935325
412	measurements	mesures	11.14	581.5456190230034	3.8683602496935325
456	survey	mesures	11.14	581.5456190230034	3.8683602496935325
369	measures	mesures	11.14	581.5456190230034	3.8683602496935325
252	steps	mesures	11.14	581.5456190230034	3.8683602496935325
294	Conclusions	Conclusions	5.71	323.08089945722406	3.8728146000429127
44	Conclusions	Conclusions	5.71	323.08089945722406	3.8728146000429127
544	Conclusions	Conclusions	5.71	323.08089945722406	3.8728146000429127
474	finding	conclusions	5.71	323.08089945722406	3.8728146000429127
493	Relevant	pertinentes	0.33	64.61617989144482	3.8757952281810506
155	frustrations	frustration	0.33	64.61617989144482	3.8757952281810506
392	born	nées	0.33	64.61617989144482	3.8757952281810506
489	nascent	naissante	0.33	64.61617989144482	3.8757952281810506
136	combined	combiné	0.33	64.61617989144482	3.8757952281810506
148	methods	méthodes	11.04	581.5456190230034	3.876624759543426
35	materials	MÉTHODES	11.04	581.5456190230034	3.876624759543426
306	method	méthodes	11.04	581.5456190230034	3.876624759543426
287	methods	MÉTHODES	11.04	581.5456190230034	3.876624759543426
454	study	MéTHODES	11.04	581.5456190230034	3.876624759543426
477	shaping	MéTHODES	11.04	581.5456190230034	3.876624759543426
366	Methods	Méthodes	11.04	581.5456190230034	3.876624759543426
454	behaviours	MéTHODES	11.04	581.5456190230034	3.876624759543426
533	materials	MÉTHODES	11.04	581.5456190230034	3.876624759543426
196	isolated	isolées	0.32	64.61617989144482	3.883285899910208
327	pulmonary	pulmonaires	0.32	64.61617989144482	3.883285899910208
334	defined	définie	0.31	64.61617989144482	3.8908331055455907
467	defined	défini	0.31	64.61617989144482	3.8908331055455907
257	called	appelé	0.31	64.61617989144482	3.8908331055455907
281	otitis	otite	0.31	64.61617989144482	3.8908331055455907
206	production	production	1.63	129.23235978288963	3.890833105545591
578	library	bibliothèque	1.63	129.23235978288963	3.890833105545591
195	production	production	1.63	129.23235978288963	3.890833105545591
234	surgeons	chirurgiens	2.92	193.84853967433446	3.8984377049308105
14	surgeons	chirurgiens	2.92	193.84853967433446	3.8984377049308105
296	surgeons	chirurgiens	2.92	193.84853967433446	3.8984377049308105
13	has	présente	6.84	387.6970793486689	3.8997107795776085
62	presents	présente	6.84	387.6970793486689	3.8997107795776085
186	procedure	procédure	2.91	193.84853967433446	3.900985477009609
553	procedure	procédure	2.91	193.84853967433446	3.900985477009609
156	considered	jugé	0.29	64.61617989144482	3.9061005776763795
194	promising	prometteurs	0.29	64.61617989144482	3.9061005776763795
354	cohorts	cohortes	0.29	64.61617989144482	3.9061005776763795
156	unsustainable	viable	0.29	64.61617989144482	3.9061005776763795
525	approved	approuvé	0.28	64.61617989144482	3.9138226237702898
581	included	retenues	0.28	64.61617989144482	3.9138226237702898
562	proposed	proposée	0.28	64.61617989144482	3.9138226237702898
235	latter	seconds	0.28	64.61617989144482	3.9138226237702898
354	addition	complément	0.28	64.61617989144482	3.9138226237702898
566	pulmonary	artérielle	1.55	129.23235978288963	3.921604764212345
252	governments	gouvernements	2.83	193.84853967433446	3.921604764212345
112	governments	gouvernements	2.83	193.84853967433446	3.921604764212345
505	surveys	enquêtes	4.08	258.46471956577926	3.92748137270133
246	Surveys	enquêtes	4.08	258.46471956577926	3.92748137270133
246	survey	enquêtes	4.08	258.46471956577926	3.92748137270133
36	fluorescent	fluorescent	0.26	64.61617989144482	3.9294479416733705
363	practitioner(MP	praticien	0.26	64.61617989144482	3.9294479416733705
321	related	liée	0.26	64.61617989144482	3.9294479416733705
374	technologies	technologies	2.79	193.84853967433446	3.93207606407964
387	technologies	Technologies	2.79	193.84853967433446	3.93207606407964
365	technologies(ACMTs	technologies	2.79	193.84853967433446	3.93207606407964
562	equivalent	équivalente	0.25	64.61617989144482	3.9373531211804838
148	collection	collecte	0.25	64.61617989144482	3.9373531211804838
251	rural	rurales	0.25	64.61617989144482	3.9373531211804838
48	accreditation	agrément	0.25	64.61617989144482	3.9373531211804838
385	preventive	préventive	1.5	129.23235978288963	3.941329269560123
378	preventive	préventive	1.5	129.23235978288963	3.941329269560123
94	Territorial	territorial	0.24	64.61617989144482	3.9453212908296607
201	made	tirée	0.24	64.61617989144482	3.9453212908296607
117	optimal	optimal	0.24	64.61617989144482	3.9453212908296607
247	binary	binaire	0.23	64.61617989144482	3.953353462526925
54	transition	transition	0.23	64.61617989144482	3.953353462526925
257	led	dirigé	0.23	64.61617989144482	3.953353462526925
127	monthly	mensuelles	0.23	64.61617989144482	3.953353462526925
345	adults	difficultés	8.89	516.9294391315585	3.9553716266831622
249	difficulties	difficultés	8.89	516.9294391315585	3.9553716266831622
154	review	examen	17.4	969.2426983716723	3.963621048001094
45	exam	examen	17.4	969.2426983716723	3.963621048001094
43	exam	examen	17.4	969.2426983716723	3.963621048001094
45	exam	examen	17.4	969.2426983716723	3.963621048001094
157	review	examen	17.4	969.2426983716723	3.963621048001094
144	review	examen	17.4	969.2426983716723	3.963621048001094
31	exam	examen	17.4	969.2426983716723	3.963621048001094
148	review	examen	17.4	969.2426983716723	3.963621048001094
150	review	examen	17.4	969.2426983716723	3.963621048001094
428	exam	examen	17.4	969.2426983716723	3.963621048001094
197	unbalanced	équilibrés	0.21	64.61617989144482	3.9696139833987054
117	comprehensible	compréhensibles	0.21	64.61617989144482	3.9696139833987054
132	aggregated	agrégés	0.2	64.61617989144482	3.977844482535221
387	utilizations	utilisations	0.2	64.61617989144482	3.977844482535221
153	recognition	reconnaissance	0.2	64.61617989144482	3.977844482535221
414	succession	succession	0.2	64.61617989144482	3.977844482535221
328	logistic	logistiques	0.2	64.61617989144482	3.977844482535221
564	compared	comparé	0.2	64.61617989144482	3.977844482535221
521	dysfunction	dysfonctionnement	0.2	64.61617989144482	3.977844482535221
61	successful	effective	0.2	64.61617989144482	3.977844482535221
411	combined	combinées	0.2	64.61617989144482	3.977844482535221
231	method	méthode	11.04	646.1617989144481	3.9819852752012523
549	method	méthode	11.04	646.1617989144481	3.9819852752012523
552	method	méthode	11.04	646.1617989144481	3.9819852752012523
423	Methods	MéTHODE	11.04	646.1617989144481	3.9819852752012523
77	margin	marge	0.19	64.61617989144482	3.986143285349916
415	simultaneous	simultanée	0.19	64.61617989144482	3.986143285349916
522	peripheral	périphérique	0.19	64.61617989144482	3.986143285349916
444	coefficient	coefficient	0.18	64.61617989144482	3.9945115350204325
59	environmental	environnementaux	0.18	64.61617989144482	3.9945115350204325
445	improved	amélioré	0.18	64.61617989144482	3.9945115350204325
560	augmented	investis	0.18	64.61617989144482	3.9945115350204325
243	comparative	comparative	0.18	64.61617989144482	3.9945115350204325
157	modified	modifiées	0.18	64.61617989144482	3.9945115350204325
560	intensified	investis	0.18	64.61617989144482	3.9945115350204325
115	practical	pratiques	2.55	193.84853967433446	3.9973165859480413
117	practical	pratiques	2.55	193.84853967433446	3.9973165859480413
114	practical	pratiques	2.55	193.84853967433446	3.9973165859480413
232	video	vidéos	6.1	387.6970793486689	3.998722067556776
238	video	vidéos	6.1	387.6970793486689	3.998722067556776
240	video	vidéos	6.1	387.6970793486689	3.998722067556776
490	late	tardive	1.36	129.23235978288963	3.998722067556776
230	Video	vidéos	6.1	387.6970793486689	3.998722067556776
242	video	vidéos	6.1	387.6970793486689	3.998722067556776
232	playback	vidéos	6.1	387.6970793486689	3.998722067556776
235	video	vidéos	6.1	387.6970793486689	3.998722067556776
384	pharmaceutical	pharmaceutiques	1.35	129.23235978288963	4.002950403666297
56	supported	soutenu	0.17	64.61617989144482	4.002950403666297
377	pharmaceutical	pharmaceutiques	1.35	129.23235978288963	4.002950403666297
197	incomplete	incomplets	0.17	64.61617989144482	4.002950403666297
235	emerged	dégagés	0.17	64.61617989144482	4.002950403666297
539	specificity	spécificité	0.17	64.61617989144482	4.002950403666297
348	described	trouvé	1.34	129.23235978288963	4.007196694547749
349	found	trouvé	1.34	129.23235978288963	4.007196694547749
405	Visual	visuelle	1.34	129.23235978288963	4.007196694547749
25	participants	groupes	14.21	840.0103385887826	4.010803847171867
148	groups	groupes	14.21	840.0103385887826	4.010803847171867
406	groups	groupes	14.21	840.0103385887826	4.010803847171867
425	groups	groupes	14.21	840.0103385887826	4.010803847171867
304	groups	groupes	14.21	840.0103385887826	4.010803847171867
19	Methods	groupes	14.21	840.0103385887826	4.010803847171867
484	Group	groupes	14.21	840.0103385887826	4.010803847171867
197	groups	groupes	14.21	840.0103385887826	4.010803847171867
404	groups	groupes	14.21	840.0103385887826	4.010803847171867
145	wake	sillage	0.16	64.61617989144482	4.011461093334206
409	fractured	fracturé	0.16	64.61617989144482	4.011461093334206
534	performed	réalisés	0.16	64.61617989144482	4.011461093334206
156	public	publique	16.5	969.2426983716723	4.01374289694832
110	public	publique	16.5	969.2426983716723	4.01374289694832
338	public	publique	16.5	969.2426983716723	4.01374289694832
337	public	publique	16.5	969.2426983716723	4.01374289694832
113	public	publique	16.5	969.2426983716723	4.01374289694832
62	public	publique	16.5	969.2426983716723	4.01374289694832
58	public	publique	16.5	969.2426983716723	4.01374289694832
373	care	soins	17.55	1033.858878263117	4.020044837025597
73	care	soins	17.55	1033.858878263117	4.020044837025597
439	health	soins	17.55	1033.858878263117	4.020044837025597
56	care	soins	17.55	1033.858878263117	4.020044837025597
355	health	soins	17.55	1033.858878263117	4.020044837025597
354	health	soins	17.55	1033.858878263117	4.020044837025597
280	documented	documentée	0.15	64.61617989144482	4.020044837025598
239	component	composante	0.15	64.61617989144482	4.020044837025598
152	described	décrit	0.15	64.61617989144482	4.020044837025598
342	assessed	décrites	0.15	64.61617989144482	4.020044837025598
141	hospitalizations	hospitalisations	0.14	64.61617989144482	4.028702899768712
354	recognized	reconnus	0.14	64.61617989144482	4.028702899768712
529	formulation	formulation	0.14	64.61617989144482	4.028702899768712
548	using	exploitant	0.14	64.61617989144482	4.028702899768712
116	scales	barème	0.14	64.61617989144482	4.028702899768712
63	followed	suivie	0.14	64.61617989144482	4.028702899768712
255	extended	étendu	0.14	64.61617989144482	4.028702899768712
413	aligned	orienté	0.14	64.61617989144482	4.028702899768712
281	suspension	suspension	0.14	64.61617989144482	4.028702899768712
259	authors	auteurs	5.88	387.6970793486689	4.030153226346359
552	work	auteurs	5.88	387.6970793486689	4.030153226346359
25	calories	calories	1.28	129.23235978288963	4.033060205137668
346	food	aliments	3.56	258.46471956577926	4.035245998357648
509	unclear	incertaine	1.27	129.23235978288963	4.0374365797374665
535	formulated	formulé	0.13	64.61617989144482	4.0374365797374665
519	unclear	incertaine	1.27	129.23235978288963	4.0374365797374665
204	paradigms	paradigmes	0.13	64.61617989144482	4.0374365797374665
204	formative	formatrice	0.12	64.61617989144482	4.046247209419621
462	adverse	défavorables	0.12	64.61617989144482	4.046247209419621
309	growth	libération	0.12	64.61617989144482	4.046247209419621
491	essential	essentielles	1.25	129.23235978288963	4.046247209419621
111	behaviour	comportement	1.25	129.23235978288963	4.046247209419621
420	communities	communautés	1.25	129.23235978288963	4.046247209419621
391	prenatal	prénatal	0.12	64.61617989144482	4.046247209419621
435	unpublished	inédites	0.12	64.61617989144482	4.046247209419621
347	essential	essentielles	1.25	129.23235978288963	4.046247209419621
152	Zoom	Zoom	0.12	64.61617989144482	4.046247209419621
507	communities	communautés	1.25	129.23235978288963	4.046247209419621
177	scheduled	programmés	0.12	64.61617989144482	4.046247209419621
125	adult	adultes	13.56	840.0103385887826	4.054449579398294
280	adult	adultes	13.56	840.0103385887826	4.054449579398294
63	adult	adultes	13.56	840.0103385887826	4.054449579398294
168	women	adultes	13.56	840.0103385887826	4.054449579398294
344	Results	adultes	13.56	840.0103385887826	4.054449579398294
135	adult	adultes	13.56	840.0103385887826	4.054449579398294
115	Adults	adultes	13.56	840.0103385887826	4.054449579398294
79	studied	étudiées	0.11	64.61617989144482	4.055136156836867
221	analgesia	plaie	4.59	323.08089945722406	4.055136156836867
532	current	actuels	1.23	129.23235978288963	4.055136156836867
129	dosages	posologies	0.11	64.61617989144482	4.055136156836867
363	decision	décideur	0.11	64.61617989144482	4.055136156836867
380	comparable	comparable	0.11	64.61617989144482	4.055136156836867
439	delivered	fournis	0.11	64.61617989144482	4.055136156836867
192	costly	coûteux	1.23	129.23235978288963	4.055136156836867
363	maker	décideur	0.11	64.61617989144482	4.055136156836867
412	thermal	thermales	0.11	64.61617989144482	4.055136156836867
117	posed	posés	0.11	64.61617989144482	4.055136156836867
118	significant	coûteux	1.23	129.23235978288963	4.055136156836867
438	Adequate	adéquat	1.23	129.23235978288963	4.055136156836867
73	specific	spécifiques	1.22	129.23235978288963	4.059610437231789
311	discussed	étudiée	0.1	64.61617989144482	4.064104826819627
549	regularization	régularisation	0.1	64.61617989144482	4.064104826819627
116	wearable	portatifs	0.1	64.61617989144482	4.064104826819627
196	adipose	adipeux	0.1	64.61617989144482	4.064104826819627
325	Skeletal	squelettique	0.1	64.61617989144482	4.064104826819627
321	skeletal	squelettiques	0.1	64.61617989144482	4.064104826819627
297	surgery	chirurgies	0.1	64.61617989144482	4.064104826819627
419	form	séquelles	1.21	129.23235978288963	4.064104826819628
419	schistosomiasis	séquelles	1.21	129.23235978288963	4.064104826819628
412	fractured	fracturés	0.09	64.61617989144482	4.073154662339546
413	aligned	alignée	0.09	64.61617989144482	4.073154662339546
465	coronary	coronarien	0.09	64.61617989144482	4.073154662339546
114	home	domicile	0.09	64.61617989144482	4.073154662339546
424	virtual	virtuels	0.09	64.61617989144482	4.073154662339546
197	design	design	0.08	64.61617989144482	4.082287145902818
301	identified	extrait	1.17	129.23235978288963	4.082287145902818
246	sectional	transversales	0.08	64.61617989144482	4.082287145902818
246	cross	transversales	0.08	64.61617989144482	4.082287145902818
6	extracted	extrait	1.17	129.23235978288963	4.082287145902818
121	reactive	réactive	0.07	64.61617989144482	4.091503801007742
409	conceptual	conceptuel	0.07	64.61617989144482	4.091503801007742
424	interactive	interactifs	0.07	64.61617989144482	4.091503801007742
260	perspective	vue	4.38	323.08089945722406	4.093357369657065
355	perspective	vue	4.38	323.08089945722406	4.093357369657065
113	constraints	contraintes	1.13	129.23235978288963	4.1008061936700555
392	adjusted	ajusté	0.06	64.61617989144482	4.1008061936700555
203	distinctive	distinctive	0.06	64.61617989144482	4.1008061936700555
414	intersection	intersection	0.06	64.61617989144482	4.1008061936700555
421	described	décrite	0.06	64.61617989144482	4.1008061936700555
78	adjusted	ajustés	0.06	64.61617989144482	4.1008061936700555
249	nutritional	nutritionnel	0.06	64.61617989144482	4.1008061936700555
382	constraint	contraintes	1.13	129.23235978288963	4.1008061936700555
337	directives	consignes	2.19	193.84853967433446	4.103926321006299
422	neglect	négligence	0.05	64.61617989144482	4.110195934019894
232	instructional	pédagogiques	0.05	64.61617989144482	4.110195934019894
232	post	postopératoire	0.05	64.61617989144482	4.110195934019894
195	equine	équin	0.05	64.61617989144482	4.110195934019894
466	including	savoir	0.05	64.61617989144482	4.110195934019894
353	initiation	initiation	0.05	64.61617989144482	4.110195934019894
198	density	densité	0.04	64.61617989144482	4.119674677974438
260	became	resserrés	0.04	64.61617989144482	4.119674677974438
434	decisive	déterminant	0.04	64.61617989144482	4.119674677974438
7	assigned	attribué	0.04	64.61617989144482	4.119674677974438
506	homogeneous	homogènes	0.04	64.61617989144482	4.119674677974438
115	optimal	optimales	0.04	64.61617989144482	4.119674677974438
281	contains	contenant	0.04	64.61617989144482	4.119674677974438
249	functional	fonctionnelles	0.04	64.61617989144482	4.119674677974438
569	combined	combinée	0.04	64.61617989144482	4.119674677974438
330	congestive	congestive	0.04	64.61617989144482	4.119674677974438
154	initial	initiale	1.09	129.23235978288963	4.119674677974438
237	resident	résident	1.08	129.23235978288963	4.124447956727097
484	observer	admission	1.08	129.23235978288963	4.124447956727097
448	lie	résident	1.08	129.23235978288963	4.124447956727097
145	proposals	propositions	3.15	258.46471956577926	4.129244128990589
148	proposals	propositions	3.15	258.46471956577926	4.129244128990589
464	congestion	congestion	0.03	64.61617989144482	4.129244128990589
50	used	répandues	0.03	64.61617989144482	4.129244128990589
147	perceptions	propositions	3.15	258.46471956577926	4.129244128990589
260	findings	constats	0.03	64.61617989144482	4.129244128990589
248	performed	réalisées	0.03	64.61617989144482	4.129244128990589
420	recognized	méconnue	0.03	64.61617989144482	4.129244128990589
280	dermatological	dermatologique	0.03	64.61617989144482	4.129244128990589
147	proposals	propositions	3.15	258.46471956577926	4.129244128990589
155	proposals	propositions	3.15	258.46471956577926	4.129244128990589
117	Clinicians	cliniciens	0.03	64.61617989144482	4.129244128990589
7	Oxford	Oxford	0.03	64.61617989144482	4.129244128990589
561	relies	repose	0.03	64.61617989144482	4.129244128990589
354	adjusted	ajustées	0.03	64.61617989144482	4.129244128990589
545	high	élevées	1.06	129.23235978288963	4.134063415426538
507	socio	socio-économiques	0.02	64.61617989144482	4.138906039902326
573	divergent	divergente	0.02	64.61617989144482	4.138906039902326
466	transducer	transducteur	0.02	64.61617989144482	4.138906039902326
427	participatory	participatif	0.02	64.61617989144482	4.138906039902326
507	economic	socio-économiques	0.02	64.61617989144482	4.138906039902326
152	leading	offrant	0.02	64.61617989144482	4.138906039902326
550	external	externes	1.05	129.23235978288963	4.138906039902326
155	external	externes	1.05	129.23235978288963	4.138906039902326
204	multifaceted	multiforme	0.01	64.61617989144482	4.148662214847691
328	regression	régressions	0.01	64.61617989144482	4.148662214847691
445	beds	lits	8.17	581.5456190230034	4.148662214847691
181	volume	volume	1.03	129.23235978288963	4.148662214847691
443	beds	lits	8.17	581.5456190230034	4.148662214847691
184	seventh	septième	0.01	64.61617989144482	4.148662214847691
437	beds	lits	8.17	581.5456190230034	4.148662214847691
155	approval	approbation	0.01	64.61617989144482	4.148662214847691
561	hypertension	hypertension	0.01	64.61617989144482	4.148662214847691
155	added	accentué	0.01	64.61617989144482	4.148662214847691
178	voiding	miction	0.01	64.61617989144482	4.148662214847691
47	training	cheminement	0.01	64.61617989144482	4.148662214847691
579	measured	mesurée	0.01	64.61617989144482	4.148662214847691
444	beds	lits	8.17	581.5456190230034	4.148662214847691
111	modifiable	modifiables	0.01	64.61617989144482	4.148662214847691
448	distributions	lits	8.17	581.5456190230034	4.148662214847691
575	predicts	prédit	0.01	64.61617989144482	4.148662214847691
506	membership	appartenance	0.01	64.61617989144482	4.148662214847691
45	contamination	contamination	0.01	64.61617989144482	4.148662214847691
49	burnout	épuisement	0.01	64.61617989144482	4.148662214847691
280	Testing	dépistage	0.01	64.61617989144482	4.148662214847691
442	beds	lits	8.17	581.5456190230034	4.148662214847691
447	beds	lits	8.17	581.5456190230034	4.148662214847691
440	beds	lits	8.17	581.5456190230034	4.148662214847691
580	synthesis	synthèse	0.01	64.61617989144482	4.148662214847691
321	frailty	fragilité	0.01	64.61617989144482	4.148662214847691
446	bed	lits	8.17	581.5456190230034	4.148662214847691
45	recommended	recommandés	0.01	64.61617989144482	4.148662214847691
305	medication	médication	0.01	64.61617989144482	4.148662214847691
443	performed	générés	0.01	64.61617989144482	4.148662214847691
82	reported	signalées	0.01	64.61617989144482	4.148662214847691
7	guidelines	directives	3.04	258.46471956577926	4.156042322145313
336	Objectives	directives	3.04	258.46471956577926	4.156042322145313
63	trappings	piégeages	0.0	64.61617989144482	4.1585145112907025
