sent_ID	concept	count_preds	count_refs	true_positives	false_positives	false_negatives	remark
174	biopsie	1	0	0	1	0	EXTRANEOUS
174	prostate	1	1	1	0	0	RECOVERED
175	Morbidité	1	1	1	0	0	RECOVERED
175	bien	1	1	1	0	0	RECOVERED
175	Patients	1	1	1	0	0	RECOVERED
176	Hôpitaux privés à but lucratif	1	1	1	0	0	RECOVERED
176	affectant	1	1	1	0	0	RECOVERED
176	Patients	1	1	1	0	0	RECOVERED
176	Biopsie prostatique	1	0	0	1	0	EXTRANEOUS
176	Population	1	1	1	0	0	RECOVERED
177	Étude d'observation	1	0	0	1	0	EXTRANEOUS
177	Hommes	1	0	0	1	0	EXTRANEOUS
177	plus	1	1	1	0	0	RECOVERED
177	Biopsie prostatique	1	0	0	1	0	EXTRANEOUS
177	Cancer de la prostate	1	0	0	1	0	EXTRANEOUS
178	Maladies du système nerveux	1	1	1	0	0	RECOVERED
178	Préparations pharmaceutiques	1	0	0	1	0	EXTRANEOUS
178	Miction	1	1	1	0	0	RECOVERED
178	exclus	1	1	1	0	0	RECOVERED
178	Recherche	1	1	1	0	0	RECOVERED
179	Patients	1	1	1	0	0	RECOVERED
180	urinaire	1	1	1	0	0	RECOVERED
180	Patients	1	1	1	0	0	RECOVERED
180	début de	1	1	1	0	0	RECOVERED
180	sept	1	1	1	0	0	RECOVERED
180	après	1	1	1	0	0	RECOVERED
181	prostatique	1	0	0	1	0	EXTRANEOUS
181	déterminé	1	1	1	0	0	RECOVERED
181	Facteurs de risque	1	2	1	0	1	RECOVERED
181	Hôpitaux privés à but lucratif	1	2	1	0	1	RECOVERED
184	Patients	1	1	1	0	0	RECOVERED
184	cinq	1	1	1	0	0	RECOVERED
184	neuf	1	1	1	0	0	RECOVERED
184	septième	1	1	1	0	0	RECOVERED
185	hématurie	1	1	1	0	0	RECOVERED
185	biopsie	1	1	1	0	0	RECOVERED
185	Population	1	1	1	0	0	RECOVERED
186	Risque	1	1	1	0	0	RECOVERED
186	après	1	1	1	0	0	RECOVERED
187	Patients	1	1	1	0	0	RECOVERED
187	cinq	1	1	1	0	0	RECOVERED
187	inefficacité	1	0	0	1	0	EXTRANEOUS
187	après	1	1	1	0	0	RECOVERED
187	biopsie	1	0	0	1	0	EXTRANEOUS
187	prostate	1	0	0	1	0	EXTRANEOUS
188	présence de	1	1	1	0	0	RECOVERED
188	Morbidité	1	1	1	0	0	RECOVERED
189	Vedettes-matière	1	1	1	0	0	RECOVERED
190	symptômes	1	1	1	0	0	RECOVERED
190	bas	1	1	1	0	0	RECOVERED
190	Appareil urinaire	1	1	1	0	0	RECOVERED
191	septique	1	0	0	1	0	EXTRANEOUS
191	urgence	1	1	1	0	0	RECOVERED
192	Maladie	1	1	1	0	0	RECOVERED
192	après	1	0	0	1	0	EXTRANEOUS
192	Colonisation bactérienne	1	1	1	0	0	RECOVERED
192	Morbidité	1	1	1	0	0	RECOVERED
192	Mortalité	1	1	1	0	0	RECOVERED
193	Cellules souches mésenchymateuses	1	1	1	0	0	RECOVERED
193	Médecine	1	1	1	0	0	RECOVERED
194	bien	1	1	1	0	0	RECOVERED
194	Vétérinaires	1	0	0	1	0	EXTRANEOUS
195	équin	1	1	1	0	0	RECOVERED
195	Cellules souches mésenchymateuses	1	1	1	0	0	RECOVERED
195	Techniques in vitro	1	0	0	1	0	EXTRANEOUS
195	Croissance	1	1	1	0	0	RECOVERED
195	staphylococcus aureus	1	1	1	0	0	RECOVERED
195	Escherichia coli	1	1	1	0	0	RECOVERED
196	Cellules souches mésenchymateuses	1	1	1	0	0	RECOVERED
196	tissu adipeux	1	1	1	0	0	RECOVERED
196	Fesses	1	1	1	0	0	RECOVERED
196	trois	1	1	1	0	0	RECOVERED
196	Equus caballus	1	1	1	0	0	RECOVERED
197	trois	1	1	1	0	0	RECOVERED
197	Groupes de population	1	1	1	0	0	RECOVERED
197	Fécondation	1	0	0	1	0	EXTRANEOUS
197	Poids et mesures	1	1	1	0	0	RECOVERED
198	densité	1	1	1	0	0	RECOVERED
199	Croissance	1	1	1	0	0	RECOVERED
199	plusieurs	1	1	1	0	0	RECOVERED
200	Croissance	1	1	1	0	0	RECOVERED
200	groupe	1	1	1	0	0	RECOVERED
200	Escherichia coli	2	2	2	0	0	RECOVERED
201	Anti-infectieux	1	1	1	0	0	RECOVERED
201	Techniques in vitro	1	1	1	0	0	RECOVERED
202	bien	1	1	1	0	0	RECOVERED
202	effet	1	1	1	0	0	RECOVERED
202	Croissance	1	1	1	0	0	RECOVERED
202	Bactéries à Gram positif	1	1	1	0	0	RECOVERED
203	Recherche	1	1	1	0	0	RECOVERED
204	Conversation	1	1	1	0	0	RECOVERED
204	plus	1	1	1	0	0	RECOVERED
204	jeune	1	1	1	0	0	RECOVERED
204	Femmes	1	1	1	0	0	RECOVERED
204	Environnement	1	1	1	0	0	RECOVERED
204	Recherche	1	0	0	1	0	EXTRANEOUS
204	entre	1	1	1	0	0	RECOVERED
204	Programmes	1	1	1	0	0	RECOVERED
204	Renforcement des capacités	1	1	1	0	0	RECOVERED
204	Coopération	1	1	1	0	0	RECOVERED
205	unique	1	1	1	0	0	RECOVERED
205	Archéologie	1	0	0	1	0	EXTRANEOUS
206	Entretien	1	1	1	0	0	RECOVERED
206	Vers	1	1	1	0	0	RECOVERED
206	Compréhension	1	1	1	0	0	RECOVERED
206	humain	1	1	1	0	0	RECOVERED
206	Culture	1	1	1	0	0	RECOVERED
206	Économie	1	1	1	0	0	RECOVERED
206	Identité de genre	1	1	1	0	0	RECOVERED
206	Technologie	1	1	1	0	0	RECOVERED
209	Douleur	1	1	1	0	0	RECOVERED
209	après	1	0	0	1	0	EXTRANEOUS
209	chirurgie	1	1	1	0	0	RECOVERED
209	cancer du sein	1	0	0	1	0	EXTRANEOUS
209	Mal	1	0	0	1	0	EXTRANEOUS
210	Essais	1	0	0	1	0	EXTRANEOUS
210	Douleur	1	0	0	1	0	EXTRANEOUS
210	chirurgie	1	0	0	1	0	EXTRANEOUS
210	mammaire	1	0	0	1	0	EXTRANEOUS
210	oncologique	1	0	0	1	0	EXTRANEOUS
211	Méthodes	1	0	0	1	0	EXTRANEOUS
212	Revue systématique	1	0	0	1	0	EXTRANEOUS
212	Méta-analyse	1	0	0	1	0	EXTRANEOUS
212	Réseau	1	0	0	1	0	EXTRANEOUS
212	Essais	1	0	0	1	0	EXTRANEOUS
212	PubMed	1	0	0	1	0	EXTRANEOUS
212	Medline	1	0	0	1	0	EXTRANEOUS
212	central	1	0	0	1	0	EXTRANEOUS
213	principal	1	0	0	1	0	EXTRANEOUS
213	Douleur au repos	1	0	0	1	0	EXTRANEOUS
214	Aire sous la courbe	1	0	0	1	0	EXTRANEOUS
214	Probabilité	1	0	0	1	0	EXTRANEOUS
214	Intervention	1	0	0	1	0	EXTRANEOUS
214	plus	1	0	0	1	0	EXTRANEOUS
215	Taille	1	0	0	1	0	EXTRANEOUS
216	Classement	1	0	0	1	0	EXTRANEOUS
216	Douleur	1	0	0	1	0	EXTRANEOUS
216	Nausées	1	0	0	1	0	EXTRANEOUS
216	Vomissements postopératoires	1	0	0	1	0	EXTRANEOUS
218	dix	1	0	0	1	0	EXTRANEOUS
218	neuf	1	0	0	1	0	EXTRANEOUS
218	Essais	1	0	0	1	0	EXTRANEOUS
218	Patients	1	0	0	1	0	EXTRANEOUS
218	inclus	1	0	0	1	0	EXTRANEOUS
219	Douleur au repos	1	0	0	1	0	EXTRANEOUS
219	continu	1	1	1	0	0	RECOVERED
219	Cartes	2	0	0	2	0	EXTRANEOUS
219	antérieur	1	0	0	1	0	EXTRANEOUS
219	Plaie	2	0	0	2	0	EXTRANEOUS
219	seul	1	0	0	1	0	EXTRANEOUS
219	modifié	1	0	0	1	0	EXTRANEOUS
219	aucune	1	0	0	1	0	EXTRANEOUS
219	Intervention	1	0	0	1	0	EXTRANEOUS
219	Placebo	1	1	1	0	0	RECOVERED
220	Placebo	1	1	1	0	0	RECOVERED
220	continu	1	0	0	1	0	EXTRANEOUS
221	Douleur au repos	1	0	0	1	0	EXTRANEOUS
221	plus	1	0	0	1	0	EXTRANEOUS
221	Placebo	1	0	0	1	0	EXTRANEOUS
222	plaies	1	0	0	1	0	EXTRANEOUS
222	nausées et vomissements postopératoires	1	0	0	1	0	EXTRANEOUS
224	continu	1	0	0	1	0	EXTRANEOUS
224	Cartes	1	0	0	1	0	EXTRANEOUS
224	antérieur	1	0	0	1	0	EXTRANEOUS
224	Probabilité	1	0	0	1	0	EXTRANEOUS
224	Douleur	1	0	0	1	0	EXTRANEOUS
224	après	1	0	0	1	0	EXTRANEOUS
224	chirurgie	1	0	0	1	0	EXTRANEOUS
224	mammaire	1	0	0	1	0	EXTRANEOUS
224	oncologique	1	0	0	1	0	EXTRANEOUS
225	certitude	1	0	0	1	0	EXTRANEOUS
225	Modérée	1	0	0	1	0	EXTRANEOUS
225	faible	1	0	0	1	0	EXTRANEOUS
226	Chirurgiens	1	0	0	1	0	EXTRANEOUS
226	plaies	1	0	0	1	0	EXTRANEOUS
226	Cathéters	1	0	0	1	0	EXTRANEOUS
227	probable	1	0	0	1	0	EXTRANEOUS
227	Essais	1	0	0	1	0	EXTRANEOUS
227	Placebo	1	0	0	1	0	EXTRANEOUS
227	clinique	1	0	0	1	0	EXTRANEOUS
228	Revue de la littérature	1	0	0	1	0	EXTRANEOUS
229	Rétroaction	1	1	1	0	0	RECOVERED
229	peropératoire	1	1	1	0	0	RECOVERED
229	pierre	1	1	1	0	0	RECOVERED
229	angulaire	1	1	1	0	0	RECOVERED
230	Lecture	1	0	0	1	0	EXTRANEOUS
230	Rétroaction	1	1	1	0	0	RECOVERED
230	plus	1	1	1	0	0	RECOVERED
230	efficace	1	1	1	0	0	RECOVERED
230	chirurgie	1	1	1	0	0	RECOVERED
231	mieux	1	1	1	0	0	RECOVERED
232	Nature	1	1	1	0	0	RECOVERED
232	Interactions	1	1	1	0	0	RECOVERED
232	Rétroaction	1	1	1	0	0	RECOVERED
232	Lecture	1	0	0	1	0	EXTRANEOUS
232	Postopératoire	1	1	1	0	0	RECOVERED
232	en formation	1	0	0	1	0	EXTRANEOUS
232	obstétrique	1	1	1	0	0	RECOVERED
232	Gynécologie	1	1	1	0	0	RECOVERED
233	Présentations de cas	1	1	1	0	0	RECOVERED
233	entre	1	1	1	0	0	RECOVERED
234	trois	1	1	1	0	0	RECOVERED
234	cinq	1	1	1	0	0	RECOVERED
234	Chirurgiens	1	1	1	0	0	RECOVERED
234	six	1	1	1	0	0	RECOVERED
235	Littérature	1	1	1	0	0	RECOVERED
235	Cours	1	0	0	1	0	EXTRANEOUS
236	Interactions	1	1	1	0	0	RECOVERED
237	Interactions	1	0	0	1	0	EXTRANEOUS
237	instrument	1	1	1	0	0	RECOVERED
237	V03AB29 - cholinestérase	1	1	1	0	0	RECOVERED
238	Lecture	1	0	0	1	0	EXTRANEOUS
238	Postopératoire	1	0	0	1	0	EXTRANEOUS
238	Autorisation d'exercer	1	1	1	0	0	RECOVERED
238	Interactions	1	1	1	0	0	RECOVERED
239	bien	1	0	0	1	0	EXTRANEOUS
239	plus	2	1	1	1	0	RECOVERED
239	fréquent	1	0	0	1	0	EXTRANEOUS
239	élément	1	0	0	1	0	EXTRANEOUS
239	inclus	1	0	0	1	0	EXTRANEOUS
239	souvent	1	1	1	0	0	RECOVERED
240	Autorisation d'exercer	1	0	0	1	0	EXTRANEOUS
240	saisir	1	0	0	1	0	EXTRANEOUS
240	Nature	1	1	1	0	0	RECOVERED
240	foyer	1	0	0	1	0	EXTRANEOUS
240	Rétroaction	1	1	1	0	0	RECOVERED
240	Lecture	1	0	0	1	0	EXTRANEOUS
241	Herméneutique	1	1	1	0	0	RECOVERED
241	identifié	1	0	0	1	0	EXTRANEOUS
241	Lecture	1	0	0	1	0	EXTRANEOUS
241	plus	2	1	1	1	0	RECOVERED
242	Nature	1	0	0	1	0	EXTRANEOUS
242	Rétroaction	1	1	1	0	0	RECOVERED
242	Lecture	1	0	0	1	0	EXTRANEOUS
242	plus grand	1	0	0	1	0	EXTRANEOUS
243	petite enfance	1	1	1	0	0	RECOVERED
243	enfants de moins de 5 ans	1	0	0	1	0	EXTRANEOUS
243	Bangladesh	1	1	1	0	0	RECOVERED
243	Costa Rica	1	1	1	0	0	RECOVERED
243	Ghana	1	1	1	0	0	RECOVERED
243	Étude comparative	1	1	1	0	0	RECOVERED
244	précoce	1	0	0	1	0	EXTRANEOUS
244	facteur	1	1	1	0	0	RECOVERED
244	Santé	1	1	1	0	0	RECOVERED
244	bien	1	1	1	0	0	RECOVERED
244	Vie	1	0	0	1	0	EXTRANEOUS
245	développement de l'enfant	1	0	0	1	0	EXTRANEOUS
245	jeune	1	0	0	1	0	EXTRANEOUS
245	enfants de moins de 5 ans	1	0	0	1	0	EXTRANEOUS
246	Enquêtes et questionnaires	1	1	1	0	0	RECOVERED
246	Indicateurs et réactifs	1	1	1	0	0	RECOVERED
246	Bangladesh	1	1	1	0	0	RECOVERED
246	Ghana	1	1	1	0	0	RECOVERED
246	Costa Rica	1	1	1	0	0	RECOVERED
247	Modèles logistiques	1	1	1	0	0	RECOVERED
247	trois	1	1	1	0	0	RECOVERED
248	Statistiques	1	1	1	0	0	RECOVERED
248	version	2	2	2	0	0	RECOVERED
249	Sexe	1	1	1	0	0	RECOVERED
249	Lecture	1	1	1	0	0	RECOVERED
249	Livres	1	1	1	0	0	RECOVERED
249	plus grand	1	0	0	1	0	EXTRANEOUS
249	effet	1	0	0	1	0	EXTRANEOUS
250	plus	2	1	1	1	0	RECOVERED
250	Hommes	1	1	1	0	0	RECOVERED
250	Famille nucléaire	1	1	1	0	0	RECOVERED
250	Bangladesh	1	1	1	0	0	RECOVERED
250	Costa Rica	1	1	1	0	0	RECOVERED
250	Ghana	1	1	1	0	0	RECOVERED
251	Environnement	2	0	0	2	0	EXTRANEOUS
251	plus	2	0	0	2	0	EXTRANEOUS
251	Costa Rica	1	1	1	0	0	RECOVERED
251	Ghana	1	1	1	0	0	RECOVERED
252	Poids et mesures	1	1	1	0	0	RECOVERED
252	bien	1	1	1	0	0	RECOVERED
252	trois	1	1	1	0	0	RECOVERED
252	Éducation	1	1	1	0	0	RECOVERED
252	Économie	1	1	1	0	0	RECOVERED
252	alimentation	1	0	0	1	0	EXTRANEOUS
253	Rendement	1	1	1	0	0	RECOVERED
253	Apprentissage	1	1	1	0	0	RECOVERED
253	Chine	1	1	1	0	0	RECOVERED
254	Cours	1	0	0	1	0	EXTRANEOUS
254	Grands-parents	1	1	1	0	0	RECOVERED
254	Population d'origine asiatique	1	0	0	1	0	EXTRANEOUS
254	plus	1	1	1	0	0	RECOVERED
254	Temps	1	1	1	0	0	RECOVERED
255	Enfants majeurs	1	0	0	1	0	EXTRANEOUS
255	après	1	1	1	0	0	RECOVERED
255	Période	1	0	0	1	0	EXTRANEOUS
255	Grands-parents	1	0	0	1	0	EXTRANEOUS
255	élargi	1	0	0	1	0	EXTRANEOUS
255	Rôle	1	1	1	0	0	RECOVERED
255	prise en charge	2	0	0	2	0	EXTRANEOUS
255	Besoins et demandes de services de santé	1	1	1	0	0	RECOVERED
255	Organisation et administration	1	1	1	0	0	RECOVERED
255	Apprentissage	1	1	1	0	0	RECOVERED
255	ligne	1	1	1	0	0	RECOVERED
256	Grands-parents	1	0	0	1	0	EXTRANEOUS
256	mieux	1	1	1	0	0	RECOVERED
257	Cours	1	0	0	1	0	EXTRANEOUS
257	Période	1	1	1	0	0	RECOVERED
257	difficile	1	1	1	0	0	RECOVERED
257	Caractéristiques de l'habitat	1	0	0	1	0	EXTRANEOUS
257	long	1	1	1	0	0	RECOVERED
257	Vie	1	2	1	0	1	RECOVERED
257	Chine	1	1	1	0	0	RECOVERED
257	entre	1	1	1	0	0	RECOVERED
257	Grands-parents	1	1	1	0	0	RECOVERED
258	Prévention	1	1	1	0	0	RECOVERED
258	Santé	1	1	1	0	0	RECOVERED
258	Aptitude physique	1	1	1	0	0	RECOVERED
258	Culture	1	1	1	0	0	RECOVERED
258	Lettrisme	1	0	0	1	0	EXTRANEOUS
259	Établissements scolaires	1	1	1	0	0	RECOVERED
260	base	1	0	0	1	0	EXTRANEOUS
260	Enseignants	1	1	1	0	0	RECOVERED
260	Grands-parents	1	1	1	0	0	RECOVERED
260	parents âgés	1	1	1	0	0	RECOVERED
260	quatre	1	1	1	0	0	RECOVERED
260	Caractéristiques familiales	1	1	1	0	0	RECOVERED
260	Savoir	1	1	1	0	0	RECOVERED
260	Santé	1	1	1	0	0	RECOVERED
260	Vie	1	1	1	0	0	RECOVERED
263	Unités de soins intensifs	1	0	0	1	0	EXTRANEOUS
263	Triage	1	0	0	1	0	EXTRANEOUS
264	outil	1	0	0	1	0	EXTRANEOUS
264	risque de	1	0	0	1	0	EXTRANEOUS
264	Mortalité	1	0	0	1	0	EXTRANEOUS
264	Patients	1	0	0	1	0	EXTRANEOUS
264	Prise de décision	1	0	0	1	0	EXTRANEOUS
264	Ressources en santé	1	0	0	1	0	EXTRANEOUS
264	Population	1	0	0	1	0	EXTRANEOUS
264	entre	1	0	0	1	0	EXTRANEOUS
265	Méthodes	1	0	0	1	0	EXTRANEOUS
266	Ventilation artificielle	1	0	0	1	0	EXTRANEOUS
266	trois	1	0	0	1	0	EXTRANEOUS
266	Soins de santé tertiaires	1	0	0	1	0	EXTRANEOUS
266	Ontario	1	0	0	1	0	EXTRANEOUS
266	entre	1	0	0	1	0	EXTRANEOUS
266	Mars	1	0	0	1	0	EXTRANEOUS
267	Mortalité	1	0	0	1	0	EXTRANEOUS
268	principal	1	0	0	1	0	EXTRANEOUS
268	Probabilité	1	0	0	1	0	EXTRANEOUS
268	Mort	1	0	0	1	0	EXTRANEOUS
268	trois	2	0	0	2	0	EXTRANEOUS
268	entre	1	0	0	1	0	EXTRANEOUS
268	nouveau	1	0	0	1	0	EXTRANEOUS
268	Calcul	1	0	0	1	0	EXTRANEOUS
268	Risque	1	0	0	1	0	EXTRANEOUS
271	sept	1	0	0	1	0	EXTRANEOUS
271	Patients	1	0	0	1	0	EXTRANEOUS
272	durée	1	0	0	1	0	EXTRANEOUS
273	Mortalité	1	1	1	0	0	RECOVERED
274	Température	1	0	0	1	0	EXTRANEOUS
274	Lactate	1	0	0	1	0	EXTRANEOUS
274	ventilation	1	0	0	1	0	EXTRANEOUS
274	Mortalité	1	0	0	1	0	EXTRANEOUS
275	Risque	1	1	1	0	0	RECOVERED
275	clinique	1	0	0	1	0	EXTRANEOUS
275	Aire sous la courbe	1	0	0	1	0	EXTRANEOUS
275	Confiance	1	0	0	1	0	EXTRANEOUS
276	dix	1	0	0	1	0	EXTRANEOUS
276	Risque	1	0	0	1	0	EXTRANEOUS
276	Probabilité	1	0	0	1	0	EXTRANEOUS
276	Mort	1	0	0	1	0	EXTRANEOUS
278	outil	1	0	0	1	0	EXTRANEOUS
278	Mortalité	1	0	0	1	0	EXTRANEOUS
278	Patients	1	0	0	1	0	EXTRANEOUS
280	Chiens	1	1	1	0	0	RECOVERED
280	Maladie	1	1	1	0	0	RECOVERED
280	dermatologique	1	1	1	0	0	RECOVERED
280	bien	1	1	1	0	0	RECOVERED
280	après	1	0	0	1	0	EXTRANEOUS
280	C05AA - corticoïdes	1	0	0	1	0	EXTRANEOUS
281	suspension	1	1	1	0	0	RECOVERED
281	contenant	1	1	1	0	0	RECOVERED
281	D01AE15 - terbinafine	1	1	1	0	0	RECOVERED
281	après	1	1	1	0	0	RECOVERED
281	Attention	1	1	1	0	0	RECOVERED
281	unique	1	0	0	1	0	EXTRANEOUS
281	fréquemment	1	1	1	0	0	RECOVERED
281	externe	1	0	0	1	0	EXTRANEOUS
281	Canine	1	1	1	0	0	RECOVERED
282	médicament	1	1	1	0	0	RECOVERED
282	le jour	1	1	1	0	0	RECOVERED
282	Organisation et administration	1	1	1	0	0	RECOVERED
282	après	1	2	1	0	1	RECOVERED
283	Objectifs	1	1	1	0	0	RECOVERED
284	D01AE15 - terbinafine	1	1	1	0	0	RECOVERED
284	mométasone	1	0	0	1	0	EXTRANEOUS
284	topique	1	1	1	0	0	RECOVERED
284	Chiens	1	1	1	0	0	RECOVERED
284	Santé	1	0	0	1	0	EXTRANEOUS
284	Attention	1	1	1	0	0	RECOVERED
285	Animaux	1	1	1	0	0	RECOVERED
286	sept	1	1	1	0	0	RECOVERED
286	Chiens	1	1	1	0	0	RECOVERED
286	pseudomonas	1	1	1	0	0	RECOVERED
287	Méthodes	1	1	1	0	0	RECOVERED
288	cortisol	1	1	1	0	0	RECOVERED
288	Prairie	1	1	1	0	0	RECOVERED
288	ACTH	1	1	1	0	0	RECOVERED
289	D01AE15 - terbinafine	1	1	1	0	0	RECOVERED
289	mométasone	1	0	0	1	0	EXTRANEOUS
289	topique	1	1	1	0	0	RECOVERED
289	les deux oreilles	1	1	1	0	0	RECOVERED
290	Chiens	1	1	1	0	0	RECOVERED
290	cortisol	1	1	1	0	0	RECOVERED
290	après	1	1	1	0	0	RECOVERED
292	cortisol	1	1	1	0	0	RECOVERED
292	après	1	0	0	1	0	EXTRANEOUS
292	entre	2	0	0	2	0	EXTRANEOUS
293	entre	1	1	1	0	0	RECOVERED
293	cortisol	1	1	1	0	0	RECOVERED
293	ACTH	1	1	1	0	0	RECOVERED
294	clinique	1	1	1	0	0	RECOVERED
295	aucune	1	1	1	0	0	RECOVERED
295	Cortex surrénal	1	1	1	0	0	RECOVERED
295	Chiens	1	1	1	0	0	RECOVERED
295	Coopération internationale	1	1	1	0	0	RECOVERED
295	D01AE15 - terbinafine	1	1	1	0	0	RECOVERED
295	mométasone	1	0	0	1	0	EXTRANEOUS
295	topique	1	1	1	0	0	RECOVERED
295	Directives de santé publique	1	1	1	0	0	RECOVERED
296	Bloc du plexus brachial	1	1	1	0	0	RECOVERED
296	Jurisprudence	1	0	0	1	0	EXTRANEOUS
296	plus	2	2	2	0	0	RECOVERED
296	Chirurgiens	1	1	1	0	0	RECOVERED
296	Anesthésiologistes	1	1	1	0	0	RECOVERED
296	chirurgie	1	0	0	1	0	EXTRANEOUS
296	Membre supérieur	1	0	0	1	0	EXTRANEOUS
297	chirurgie	1	0	0	1	0	EXTRANEOUS
297	Main	1	1	1	0	0	RECOVERED
298	Personnel de recherche	1	1	1	0	0	RECOVERED
298	Main	1	0	0	1	0	EXTRANEOUS
298	Période	1	1	1	0	0	RECOVERED
299	inclus	1	1	1	0	0	RECOVERED
299	fixation	1	1	1	0	0	RECOVERED
299	interne	1	1	1	0	0	RECOVERED
299	Os du métacarpe	1	0	0	1	0	EXTRANEOUS
299	exclus	1	0	0	1	0	EXTRANEOUS
299	Pédiatrie	1	0	0	1	0	EXTRANEOUS
299	durée	1	0	0	1	0	EXTRANEOUS
300	Statistiques	1	1	1	0	0	RECOVERED
301	au total	1	0	0	1	0	EXTRANEOUS
301	Anesthésie générale	1	1	1	0	0	RECOVERED
302	le temps	1	0	0	1	0	EXTRANEOUS
302	total	1	0	0	1	0	EXTRANEOUS
302	entre	1	1	1	0	0	RECOVERED
302	groupe	2	1	1	1	0	RECOVERED
303	Patients	1	2	1	0	1	RECOVERED
303	Postopératoire	1	0	0	1	0	EXTRANEOUS
304	Patients	1	2	1	0	1	RECOVERED
304	Groupes de population	1	1	1	0	0	RECOVERED
305	médication	1	1	1	0	0	RECOVERED
305	après	1	1	1	0	0	RECOVERED
306	fractures	1	1	1	0	0	RECOVERED
306	Main	1	1	1	0	0	RECOVERED
309	hormones	1	0	0	1	0	EXTRANEOUS
309	Testostérone	1	2	1	0	1	RECOVERED
309	Rôle	1	0	0	1	0	EXTRANEOUS
309	Croissance	1	0	0	1	0	EXTRANEOUS
309	musculaire	1	0	0	1	0	EXTRANEOUS
310	Testostérone	2	1	1	1	0	RECOVERED
310	Attention	1	1	1	0	0	RECOVERED
311	Masturbation	1	0	0	1	0	EXTRANEOUS
311	souvent	1	0	0	1	0	EXTRANEOUS
311	Attention	1	0	0	1	0	EXTRANEOUS
311	Testostérone	1	1	1	0	0	RECOVERED
311	Croissance	1	0	0	1	0	EXTRANEOUS
311	musculaire	1	0	0	1	0	EXTRANEOUS
312	aucune	1	0	0	1	0	EXTRANEOUS
312	Testostérone	1	2	1	0	1	RECOVERED
312	cortisol	1	1	1	0	0	RECOVERED
312	après	1	1	1	0	0	RECOVERED
313	Projets pilotes	1	0	0	1	0	EXTRANEOUS
313	Cinétique	1	1	1	0	0	RECOVERED
313	Testostérone	2	0	0	2	0	EXTRANEOUS
313	cortisol	1	0	0	1	0	EXTRANEOUS
313	après	1	0	0	1	0	EXTRANEOUS
313	Masturbation	1	2	1	0	1	RECOVERED
314	trois	1	0	0	1	0	EXTRANEOUS
314	Bras	1	0	0	1	0	EXTRANEOUS
314	simple	1	0	0	1	0	EXTRANEOUS
314	Aveugle	1	0	0	1	0	EXTRANEOUS
314	Masturbation	2	0	0	2	0	EXTRANEOUS
314	stimulus	2	0	0	2	0	EXTRANEOUS
314	visuel	2	0	0	2	0	EXTRANEOUS
314	Cinétique	1	0	0	1	0	EXTRANEOUS
314	Adolescent	1	0	0	1	0	EXTRANEOUS
314	Hommes	1	0	0	1	0	EXTRANEOUS
314	en bonne santé	1	0	0	1	0	EXTRANEOUS
316	entre	1	0	0	1	0	EXTRANEOUS
316	Attention	1	0	0	1	0	EXTRANEOUS
316	Testostérone	1	1	1	0	0	RECOVERED
317	Masturbation	1	0	0	1	0	EXTRANEOUS
317	stimulus	1	0	0	1	0	EXTRANEOUS
317	visuel	1	0	0	1	0	EXTRANEOUS
317	chute	1	0	0	1	0	EXTRANEOUS
317	Testostérone	1	2	1	0	1	RECOVERED
317	Cours	1	0	0	1	0	EXTRANEOUS
318	entre	1	0	0	1	0	EXTRANEOUS
318	Testostérone	2	0	0	2	0	EXTRANEOUS
318	cortisol	1	0	0	1	0	EXTRANEOUS
320	Masturbation	1	0	0	1	0	EXTRANEOUS
320	effet	1	0	0	1	0	EXTRANEOUS
320	Testostérone	1	0	0	1	0	EXTRANEOUS
321	Sarcopénie	1	1	1	0	0	RECOVERED
321	Masse	1	1	1	0	0	RECOVERED
321	Muscles squelettiques	1	1	1	0	0	RECOVERED
321	Fragilité	1	1	1	0	0	RECOVERED
322	entre	1	1	1	0	0	RECOVERED
322	Sarcopénie	1	1	1	0	0	RECOVERED
322	après	1	0	0	1	0	EXTRANEOUS
322	aortique	1	0	0	1	0	EXTRANEOUS
322	Cathéter	1	0	0	1	0	EXTRANEOUS
322	TAVI	1	0	0	1	0	EXTRANEOUS
323	général	1	0	0	1	0	EXTRANEOUS
324	Patients	1	1	1	0	0	RECOVERED
324	TAVI	1	0	0	1	0	EXTRANEOUS
324	entre	1	0	0	1	0	EXTRANEOUS
324	Tomodensitométrie	1	1	1	0	0	RECOVERED
324	inclus	1	1	1	0	0	RECOVERED
325	Muscles squelettiques	1	0	0	1	0	EXTRANEOUS
325	Radiographie	1	1	1	0	0	RECOVERED
325	zone	1	0	0	1	0	EXTRANEOUS
325	musculaire	1	1	1	0	0	RECOVERED
325	Muscle iliopsoas	1	1	1	0	0	RECOVERED
325	vertébral	1	0	0	1	0	EXTRANEOUS
325	Taille	1	1	1	0	0	RECOVERED
326	Poids et mesures	1	1	1	0	0	RECOVERED
326	Sarcopénie	1	1	1	0	0	RECOVERED
326	inférieur	1	1	1	0	0	RECOVERED
326	spécifique	2	0	0	2	0	EXTRANEOUS
326	Sexe	2	2	2	0	0	RECOVERED
326	plus	1	0	0	1	0	EXTRANEOUS
326	bas	1	0	0	1	0	EXTRANEOUS
327	principal	1	1	1	0	0	RECOVERED
327	combinaison	1	0	0	1	0	EXTRANEOUS
327	Mortalité	1	1	1	0	0	RECOVERED
327	Morbidité	1	1	1	0	0	RECOVERED
